año,mes,ID Pedido,sku,sku_descripcion,familia,linea_negocio,cantidad,id_ciudad_destino
2019,2,50073585,1000177,COPOLIMERO R. 02R01CA-1 BOLSAS 25 KG,Copolimero Random,PP,1.000,Lima
2019,2,50073585,1000177,COPOLIMERO R. 02R01CA-1 BOLSAS 25 KG,Copolimero Random,PP,27.000,Lima
2019,2,50073585,1000209,COPOLIMERO R. 45R60CD BOLSAS 25 KG,Copolimero Random,PP,3.000,Lima
2019,2,50073585,1000220,HOMOPOLIMERO 08H85DB-BC BOLSAS 25 KG,Homopolimero,PP,27.000,Lima
2019,2,50073585,1000241,COPOLIMERO I. 16C12NA BOLSAS 25 KG,Copolimero Impacto,PP,12.000,Lima
2019,2,50073586,1000220,HOMOPOLIMERO 08H85DB-BC BOLSAS 25 KG,Homopolimero,PP,27.000,Lima
2019,2,50073592,1000085,IMPACT COPOLYMER 40C75N BAGS OF 25KG,Copolimero Impacto,PP,25.500,Cambui
2019,2,50073596,1000262,Impact copolymer 35C14NA 25Kg. Bags,Copolimero Impacto,PP,25.500,Cambui
2019,2,50073597,1000274,Impact copolymer 22C18ND 25Kg. Bags,Copolimero Impacto,PP,25.500,Cambui
2019,2,50073598,1000037,HOMOPOLYMER 18H86 BAGS OF 25 KG,Homopolimero,PP,25.500,Cambui
2019,2,50073599,1000037,HOMOPOLYMER 18H86 BAGS OF 25 KG,Homopolimero,PP,25.500,Cambui
2019,2,50073630,1000243,HOMOPOLIMERO 05H82-AV BOLSAS 25 KG,Homopolimero,PP,19.000,Villanueva
2019,2,50073630,1000243,HOMOPOLIMERO 05H82-AV BOLSAS 25 KG,Homopolimero,PP,24.000,Villanueva
2019,2,50073630,1000244,COPOLIMERO I. 25C35-EC BOLSAS 25 KG,Copolimero Impacto,PP,5.000,Villanueva
2019,2,50073632,1000314,HOMOPOLYMER 20H10NA-AD BIG BAG 980 KG,Homopolimero,PP,19.600,Cheshire
2019,2,50073633,1000314,HOMOPOLYMER 20H10NA-AD BIG BAG 980 KG,Homopolimero,PP,19.600,Cheshire
2019,2,50073634,1000314,HOMOPOLYMER 20H10NA-AD BIG BAG 980 KG,Homopolimero,PP,19.600,Cheshire
2019,2,50073637,1000314,HOMOPOLYMER 20H10NA-AD BIG BAG 980 KG,Homopolimero,PP,19.600,Cheshire
2019,2,50073642,1000244,COPOLIMERO I. 25C35-EC BOLSAS 25 KG,Copolimero Impacto,PP,27.000,Chiclayo
2019,2,50073643,6065,735-1AB,ADITIVOS,MB,6.000,Lima
2019,2,50073643,1000239,COPOLIMERO R.02R01CA-EAT BOLSAS 25 KG,Copolimero Random,PP,21.000,Lima
2019,2,50073650,1000216,COPOLIMERO R. 03R45C BOLSAS 25 KG,Copolimero Random,PP,6.000,Belen
2019,2,50073650,1000262,COPOLIMERO I. 35C14NA BOLSA 25 KG,Copolimero Impacto,PP,15.000,Belen
2019,2,50073668,1000314,HOMOPOLYMER 20H10NA-AD BIG BAG 980 KG,Homopolimero,PP,19.600,Cheshire
2019,2,50073673,1000255,HOMOPOLYMER 12H80 IN BIG BAG 980 KG,Homopolimero,PP,19.600,Cheshire
2019,2,50073675,7529,605-2BL,Masterb. Blanco B.PP,MB,0.250,Cheshire
2019,2,50073675,1000255,HOMOPOLYMER 12H80 IN BIG BAG 980 KG,Homopolimero,PP,19.600,Cheshire
2019,2,50073677,1000255,HOMOPOLYMER 12H80 IN BIG BAG 980 KG,Homopolimero,PP,19.600,Cheshire
2019,2,50073678,1000255,HOMOPOLYMER 12H80 IN BIG BAG 980 KG,Homopolimero,PP,19.600,Cheshire
2019,2,50073679,1000073,HOMOPOLYMER 25H35-SB BIG BAG 980 KG,Homopolimero,PP,19.600,Cheshire
2019,2,50073680,1000073,HOMOPOLYMER 25H35-SB BIG BAG 980 KG,Homopolimero,PP,19.600,Cheshire
2019,2,50073686,1000242,HOMOPOLIMERO 03H83-AV BOLSAS 25 KG,Homopolimero,PP,27.000,Cagua
2019,2,50073690,1000246,COPOLIMERO I. 80C13NA BOLSAS 25 KG,Copolimero Impacto,PP,25.000,Lampa
2019,2,50073691,1000224,COPOLIMERO I. 60C90ND BOLSAS 25 KG,Copolimero Impacto,PP,16.000,Ciudad de Guatemala
2019,2,50073691,1000239,COPOLIMERO R.02R01CA-EAT BOLSAS 25 KG,Copolimero Random,PP,1.000,Ciudad de Guatemala
2019,2,50073691,1000246,COPOLIMERO I. 80C13NA BOLSAS 25 KG,Copolimero Impacto,PP,5.000,Ciudad de Guatemala
2019,2,50073692,1000151,COPOLIMERO I. 05C06T-B BOLSAS 25 KG,Copolimero Impacto,PP,20.000,BOGOTA
2019,2,50073693,1000151,COPOLIMERO I. 05C06T-B BOLSAS 25 KG,Copolimero Impacto,PP,4.000,BOGOTA
2019,2,50073693,1000151,COPOLIMERO I. 05C06T-B BOLSAS 25 KG,Copolimero Impacto,PP,8.000,BOGOTA
2019,2,50073695,1000196,COPOLIMERO I. 60C55ND BOLSAS 25 KG,Copolimero Impacto,PP,25.000,Guachene
2019,2,50073698,5026,MASTERBATCH BLANCO 663-3BL,Masterb. Blanco B.PE,MB,2.475,Hospital
2019,2,50073698,6148,MASTERBATCH NEGRO 682-1NE,Masterb. Negro B.PE,MB,2.475,Hospital
2019,2,50073698,6177,MB CARBONATO DE CALCIO 706-4BL,Antifibrilantes,MB,2.500,Hospital
2019,2,50073698,1000005,HOMOPOLIMERO 03H82 BOLSAS 25 KG,Homopolimero,PP,3.000,Hospital
2019,2,50073698,1000042,COPOLIMERO R. 01R25 BOLSAS 25 KG,Copolimero Random,PP,0.250,Hospital
2019,2,50073698,1000046,COPOLIMERO I. 01C25 BOLSAS 25 KG,Copolimero Impacto,PP,0.250,Hospital
2019,2,50073698,1000177,COPOLIMERO R. 02R01CA-1 BOLSAS 25 KG,Copolimero Random,PP,3.000,Hospital
2019,2,50073698,1000196,COPOLIMERO I. 60C55ND BOLSAS 25 KG,Copolimero Impacto,PP,2.400,Hospital
2019,2,50073698,1000199,HOMOPOLIMERO 35H35 BOLSAS 25 KG,Homopolimero,PP,1.250,Hospital
2019,2,50073698,1000236,COPOLIMERO I. 05C06 BOLSAS 25 KG,Copolimero Impacto,PP,2.400,Hospital
2019,2,50073704,1000041,HOMOPOLIMERO 40H92N BOLSAS 25 KG,Homopolimero,PP,27.000,Lima
2019,2,50073705,1000122,HOMOPOLIMERO 20H92N BOLSAS 25 KG,Homopolimero,PP,27.000,Lima
2019,2,50073706,1000041,HOMOPOLIMERO 40H92N BOLSAS 25 KG,Homopolimero,PP,13.500,Lima
2019,2,50073706,1000122,HOMOPOLIMERO 20H92N BOLSAS 25 KG,Homopolimero,PP,13.500,Lima
2019,2,50073707,1000122,HOMOPOLIMERO 20H92N BOLSAS 25 KG,Homopolimero,PP,27.000,Lima
2019,2,50073708,1000143,IMPACT COPOLYMER 80C13NA BBAG 980,Copolimero Impacto,PP,19.600,Cheshire
2019,2,50073709,1000143,IMPACT COPOLYMER 80C13NA BBAG 980,Copolimero Impacto,PP,19.600,Cheshire
2019,2,50073710,1000143,IMPACT COPOLYMER 80C13NA BBAG 980,Copolimero Impacto,PP,19.600,Cheshire
2019,2,50073712,1000034,HOMOPOLIMERO 11H01A BOLSAS 25 KG,Homopolimero,PP,7.500,Guatemala
2019,2,50073712,1000220,HOMOPOLIMERO 08H85DB-BC BOLSAS 25 KG,Homopolimero,PP,16.500,Guatemala
2019,2,50073715,1000090,COPOLYMER PROPYLENE 80R90CD BIG BAG 1200,Copolimero Random,PP,24.000,Saint-Placide
2019,2,50073716,1000238,IMPACT COPOLYMER 60C55ND BIG BAG 1200 KG,Copolimero Impacto,PP,24.000,Saint-Placide
2019,2,50073720,1000176,HOMOPOLIMERO 03H82 BIG BAG 850 KG,Homopolimero,PP,34.000,Guachene
2019,2,50073721,1000176,HOMOPOLIMERO 03H82 BIG BAG 850 KG,Homopolimero,PP,34.000,Guachene
2019,2,50073722,1000176,HOMOPOLIMERO 03H82 BIG BAG 850 KG,Homopolimero,PP,34.000,Guachene
2019,2,50073723,1000007,COPOLIMERO R. 07R87 BOLSAS 25 KG,Copolimero Random,PP,20.000,Iztacalco
2019,2,50073729,1000005,HOMOPOLIMERO 03H82 BOLSAS 25 KG,Homopolimero,PP,27.000,Guayaquil
2019,2,50073730,1000005,HOMOPOLIMERO 03H82 BOLSAS 25 KG,Homopolimero,PP,27.000,Guayaquil
2019,2,50073736,1000241,COPOLIMERO I. 16C12NA BOLSAS 25 KG,Copolimero Impacto,PP,25.000,Quilicura
2019,2,50073737,1000049,PROPYLENE COPOLYMER GRADE 06C30DA,Copolimero Impacto,PP,25.500,Manaus
2019,2,50073738,1000049,PROPYLENE COPOLYMER GRADE 06C30DA,Copolimero Impacto,PP,25.500,Manaus
2019,2,50073739,1000199,HOMOPOLYMER 35H35 25 KG. BAGS,Homopolimero,PP,25.500,Vitória da Conquista
2019,2,50073742,1000007,COPOLYMER PROPYLENE 07R87,Copolimero Random,PP,25.500,Itamonte
2019,2,50073744,1000000,HOMOPOLIMERO 01H41 BOLSAS 25 KG,Homopolimero,PP,26.000,San Francisco de Dos Ríos
2019,2,50073745,1000201,HOMOPOLIMERO 11H01-R2 BOLSAS 25 KG,Homopolimero,PP,22.000,"Ciudad Habana, Cuba"
2019,2,50073745,1000209,COPOLIMERO R. 45R60CD BOLSAS 25 KG,Copolimero Random,PP,25.000,"Ciudad Habana, Cuba"
2019,2,50073745,1000224,COPOLIMERO I. 60C90ND BOLSAS 25 KG,Copolimero Impacto,PP,10.000,"Ciudad Habana, Cuba"
2019,2,50073750,1000122,POLYPROPYLENE 20H92N,Homopolimero,PP,25.500,Varginha
2019,2,50073751,1000122,POLYPROPYLENE 20H92N,Homopolimero,PP,25.500,Varginha
2019,2,50073752,1000044,COPOLYMER OF PROPYLENE 10R10C 25 KG,Copolimero Random,PP,25.500,Varginha
2019,2,50073756,1000199,HOMOPOLIMERO 35H35 BOLSAS 25 KG,Homopolimero,PP,24.000,Villanueva
2019,2,50073760,1000177,COPOLIMERO R. 02R01CA-1 BOLSAS 25 KG,Copolimero Random,PP,24.000,San Salvador
2019,2,50073763,1000034,HOMOPOLIMERO 11H01A BOLSAS 25 KG,Homopolimero,PP,3.000,Lima
2019,2,50073763,1000044,COPOLIMERO R. 10R10C BOLSAS 25 KG,Copolimero Random,PP,10.000,Lima
2019,2,50073763,1000209,COPOLIMERO R. 45R60CD BOLSAS 25 KG,Copolimero Random,PP,3.750,Lima
2019,2,50073764,1000246,COPOLIMERO I. 80C13NA BOLSAS 25 KG,Copolimero Impacto,PP,22.500,Cuautitlán Izcalli
2019,2,50073766,1000046,COPOLIMERO I. 01C25 BOLSAS 25 KG,Copolimero Impacto,PP,22.500,Cuautitlán Izcalli
2019,2,50073767,1000046,COPOLIMERO I. 01C25 BOLSAS 25 KG,Copolimero Impacto,PP,22.500,Cuautitlán Izcalli
2019,2,50073769,1000050,COPOLYMER 12C20 BAGS OF 25 KGS,Copolimero Impacto,PP,25.500,Itajai
2019,2,50073770,1000050,COPOLYMER 12C20 BAGS OF 25 KGS,Copolimero Impacto,PP,25.500,Itajai
2019,2,50073771,1000050,COPOLYMER 12C20 BAGS OF 25 KGS,Copolimero Impacto,PP,25.500,Itajai
2019,2,50073773,1000212,IMPACT COPOLYMER 130C80ND BAGS OF 25KG,Copolimero Impacto,PP,25.500,Cambui
2019,2,50073774,1000196,IMPACT COPOLYMER 60C55ND BAGS OF 25KG,Copolimero Impacto,PP,25.500,Cambui
2019,2,50073775,1000182,Impact copolymer 20C65NA 25Kg. Bags,Copolimero Impacto,PP,25.500,Cambui
2019,2,50073776,1000241,Impact copolymer 16C12NA 25Kg. Bags,Copolimero Impacto,PP,25.500,Cambui
2019,2,50073777,1000050,COPOLYMER 12C20 BAGS OF 25 KGS,Copolimero Impacto,PP,25.500,Cambui
2019,2,50073778,5026,663-3BL,Masterb. Blanco B.PE,MB,2.500,Santo Domingo
2019,2,50073778,5087,725-1NT,ADITIVOS,MB,1.100,Santo Domingo
2019,2,50073778,6034,724-2DB,ADITIVOS,MB,0.625,Santo Domingo
2019,2,50073778,6981,722-5NT,ADITIVOS,MB,0.625,Santo Domingo
2019,2,50073778,7363,665-8BL,Masterb. Blanco B.PE,MB,7.500,Santo Domingo
2019,2,50073778,7453,663-1BA,Masterb. Blanco B.PE,MB,3.000,Santo Domingo
2019,2,50073778,1000045,COPOLIMERO R. 12R88A BOLSAS DE 25 KG,Copolimero Random,PP,11.650,Santo Domingo
2019,2,50073780,1000040,HOMOPOLIMERO 40H92 BOLSAS 25 KG,Homopolimero,PP,27.000,Lima
2019,2,50073781,1000040,HOMOPOLIMERO 40H92 BOLSAS 25 KG,Homopolimero,PP,15.000,Lima
2019,2,50073781,1000085,COPOLIMERO I. 40C75N BOLSAS 25 KG,Copolimero Impacto,PP,12.000,Lima
2019,2,50073783,1000000,HOMOPOLIMERO 01H41 BOLSAS 25 KG,Homopolimero,PP,20.400,Santo Domingo
2019,2,50073784,1000045,COPOLIMERO R. 12R88A BOLSAS DE 25 KG,Copolimero Random,PP,15.000,BOGOTA
2019,2,50073784,1000071,COPOLIMERO R. 80R90CD BOLSAS 25 KG,Copolimero Random,PP,20.000,BOGOTA
2019,2,50073786,1000296,HOMOPOLIMERO 03H83-AV BIG BAG 1000 KG,Homopolimero,PP,8.000,CARTAGENA
2019,2,50073788,1000179,HOMOPOLIMERO 03H83A BIG BAG 850 KG,Homopolimero,PP,59.500,CARTAGENA
2019,2,50073790,1000074,HOMOPOLIMERO 40H92-SBC BOLSAS 25 KG,Homopolimero,PP,19.500,Itajai
2019,2,50073790,1000074,HOMOPOLIMERO 40H92-SBC BOLSAS 25 KG,Homopolimero,PP,25.500,Itajai
2019,2,50073790,1000182,Impact copolymer 20C65NA 25Kg. Bags,Copolimero Impacto,PP,4.500,Itajai
2019,2,50073790,1000209,COPOLYMER R. 45R60CD BAGS OF 25 KG,Copolimero Random,PP,1.500,Itajai
2019,2,50073792,6102,503-1BE,Otros Compuestos,MB,0.010,Santa Rosa Jáuregui
2019,2,50073792,1000038,HOMOPOLIMERO 20H10NA BOLSAS 25 KG,Homopolimero,PP,20.000,Santa Rosa Jáuregui
2019,2,50073794,1000038,HOMOPOLIMERO 20H10NA BOLSAS 25 KG,Homopolimero,PP,20.000,Santa Rosa Jáuregui
2019,2,50073795,1000038,HOMOPOLIMERO 20H10NA BOLSAS 25 KG,Homopolimero,PP,20.000,Santa Rosa Jáuregui
2019,2,50073798,1000220,POLYPROPYLENE 08H85DB-BC Bags 25 Kg,Homopolimero,PP,25.500,Jaboatão dos Guararapes
2019,2,50073799,1000220,POLYPROPYLENE 08H85DB-BC Bags 25 Kg,Homopolimero,PP,25.500,Jaboatão dos Guararapes
2019,2,50073801,1000000,Homopolymer ref. 01H41,Homopolimero,PP,25.500,Campina Grande
2019,2,50073808,1000101,COPOLIMERO I. 06C30DA BIG BAG 850 KG,Copolimero Impacto,PP,34.000,TOCANCIPA
2019,2,50073809,6573,30087AMPP,Masterbatch de Color,MB,0.500,Duran
2019,2,50073811,1000046,COPOLIMERO I. 01C25 BOLSAS 25 KG,Copolimero Impacto,PP,27.000,Lima
2019,2,50073812,1000300,COPOLYMER I. 06C30DA BIG BAG 980 KG,Copolimero Impacto,PP,19.600,Cheshire
2019,2,50073813,1000046,IMPACT COPOLYMER 01C25,Copolimero Impacto,PP,3.000,Cheshire
2019,2,50073813,1000300,COPOLYMER I. 06C30DA BIG BAG 980 KG,Copolimero Impacto,PP,16.660,Cheshire
2019,2,50073813,1000300,COPOLYMER I. 06C30DA BIG BAG 980 KG,Copolimero Impacto,PP,19.600,Cheshire
2019,2,50073814,1000300,COPOLYMER I. 06C30DA BIG BAG 980 KG,Copolimero Impacto,PP,19.600,Cheshire
2019,2,50073816,1000034,HOMOPOLIMERO 11H01A BOLSAS 25 KG,Homopolimero,PP,5.800,Ciudad Delgado
2019,2,50073816,1000044,COPOLIMERO R. 10R10C BOLSAS 25 KG,Copolimero Random,PP,15.000,Ciudad Delgado
2019,2,50073816,1000209,COPOLIMERO R. 45R60CD BOLSAS 25 KG,Copolimero Random,PP,3.000,Ciudad Delgado
2019,2,50073816,1000239,COPOLIMERO R.02R01CA-EAT BOLSAS 25 KG,Copolimero Random,PP,0.200,Ciudad Delgado
2019,2,50073817,1000005,HOMOPOLIMERO 03H82 BOLSAS 25 KG,Homopolimero,PP,24.000,Alajuela
2019,2,50073818,1000122,HOMOPOLIMERO 20H92N BOLSAS 25 KG,Homopolimero,PP,24.000,Alajuela
2019,2,50073825,1000209,COPOLIMERO R. 45R60CD BOLSAS 25 KG,Copolimero Random,PP,16.750,Quito
2019,2,50073827,1000214,COPOLIMERO R. 35R80 BOLSAS 25 KG,Copolimero Random,PP,7.500,CARTAGENA
2019,2,50073828,2000080,RESINA GRANULAR PP-MF3-AV,Resinas Granular,PP,4.699,CARTAGENA
2019,2,50073828,2000080,RESINA GRANULAR PP-MF3-AV,Resinas Granular,PP,5.430,CARTAGENA
2019,2,50073829,2000076,RESINA GRANULAR PPC-MF2,Resinas Granular,PP,10.330,CARTAGENA
2019,2,50073830,1000204,HOMOPOLIMERO 25H35-SB BOLSAS 25 KG,Homopolimero,PP,6.000,Siberia
2019,2,50073831,1000212,IMPACT COPOLYMER 130C80ND BAGS OF 25KG,Copolimero Impacto,PP,25.500,RODEIO
2019,2,50073832,1000209,COPOLYMER R. 45R60CD BAGS OF 25 KG,Copolimero Random,PP,25.500,RODEIO
2019,2,50073834,1000224,IMPACT COPOLYMER 60C90ND BAGS OF 25KG,Copolimero Impacto,PP,27.000,Caracas
2019,2,50073835,1000224,COPOLIMERO I. 60C90ND BOLSAS 25 KG,Copolimero Impacto,PP,27.000,Guayaquil
2019,2,50073836,1000241,COPOLIMERO I. 16C12NA BOLSAS 25 KG,Copolimero Impacto,PP,27.000,Guayaquil
2019,2,50073837,1000041,HOMOPOLIMERO 40H92N BOLSAS 25 KG,Homopolimero,PP,27.000,Guayaquil
2019,2,50073838,1000071,COPOLIMERO R. 80R90CD BOLSAS 25 KG,Copolimero Random,PP,27.000,Guayaquil
2019,2,50073839,5011,400-1NT,PP Ref.Fibra  Vidrio,MB,9.000,Guayaquil
2019,2,50073839,1000044,COPOLIMERO R. 10R10C BOLSAS 25 KG,Copolimero Random,PP,6.800,Guayaquil
2019,2,50073839,1000212,COPOLIMERO I. 130C80ND BOLSAS 25 KG,Copolimero Impacto,PP,11.200,Guayaquil
2019,2,50073841,1000220,HOMOPOLIMERO 08H85DB-BC BOLSAS 25 KG,Homopolimero,PP,27.000,Guayaquil
2019,2,50073843,5026,663-3BL,Masterb. Blanco B.PE,MB,3.125,Hospital
2019,2,50073843,6148,682-1NE,Masterb. Negro B.PE,MB,3.125,Hospital
2019,2,50073843,1000005,HOMOPOLIMERO 03H82 BOLSAS 25 KG,Homopolimero,PP,3.750,Hospital
2019,2,50073843,1000177,COPOLIMERO R. 02R01CA-1 BOLSAS 25 KG,Copolimero Random,PP,3.750,Hospital
2019,2,50073843,1000199,HOMOPOLIMERO 35H35 BOLSAS 25 KG,Homopolimero,PP,2.500,Hospital
2019,2,50073843,1000236,COPOLIMERO I. 05C06 BOLSAS 25 KG,Copolimero Impacto,PP,3.750,Hospital
2019,2,50073844,1000243,HOMOPOLIMERO 05H82-AV BOLSAS 25 KG,Homopolimero,PP,27.000,Guayaquil
2019,2,50073845,1000320,RANDOM COPOLYMER GRADE: 02R01CD QBAG 650,Copolimero Random,PP,20.150,Bayamon
2019,2,50073845,1000321,POLYPROPYLENE HOMOPOLYMER 20H10NA QBAG,Homopolimero,PP,20.400,Bayamon
2019,2,50073847,1000000,HOMOPOLIMERO 01H41 BOLSAS 25 KG,Homopolimero,PP,7.500,Pavas
2019,2,50073847,1000209,COPOLIMERO R. 45R60CD BOLSAS 25 KG,Copolimero Random,PP,17.500,Pavas
2019,2,50073848,1000040,HOMOPOLIMERO 40H92 BOLSAS 25 KG,Homopolimero,PP,25.000,Pavas
2019,2,50073851,6192,707-9NT,Antifibrilantes,MB,4.000,Villanueva
2019,2,50073851,1000049,COPOLIMERO I. 06C30DA BOLSAS 25 KG,Copolimero Impacto,PP,20.000,Villanueva
2019,2,50073852,1000244,COPOLIMERO I. 25C35-EC BOLSAS 25 KG,Copolimero Impacto,PP,24.000,Villanueva
2019,2,50073853,1000140,HOMOPOLYMER 18H86 IN BIG BAG 980 KG,Homopolimero,PP,19.600,Cheshire
2019,2,50073855,1000046,IMPACT COPOLYMER 01C25,Copolimero Impacto,PP,25.500,Itajai
2019,2,50073855,1000085,IMPACT COPOLYMER 40C75N BAGS OF 25KG,Copolimero Impacto,PP,25.500,Itajai
2019,2,50073856,1000209,COPOLYMER R. 45R60CD BAGS OF 25 KG,Copolimero Random,PP,25.500,Itajai
2019,2,50073857,1000008,HOMOPOLIMERO 03H83 BOLSAS 25 KG,Homopolimero,PP,0.025,Hospital
2019,2,50073857,1000248,HOMOPOLIMERO 03H82NA-TAR BOLSAS 25 KG,Homopolimero,PP,0.025,Hospital
2019,2,50073858,1000209,COPOLIMERO R. 45R60CD BOLSAS 25 KG,Copolimero Random,PP,27.000,Quito
2019,2,50073862,1000038,POLYPROPYLENE HOMOPOLYMER 20H10NA,Homopolimero,PP,25.500,Araquari
2019,2,50073863,1000212,IMPACT COPOLYMER 130C80ND BAGS OF 25KG,Copolimero Impacto,PP,25.500,Araquari
2019,2,50073864,1000182,Impact copolymer 20C65NA 25Kg. Bags,Copolimero Impacto,PP,25.500,Araquari
2019,2,50073865,6102,MASTERBACTH AZUL 34247AZPP,Otros Compuestos,MB,0.010,Sorocaba
2019,2,50073865,6102,MASTERBACTH PERLADO 39169PERPPP,Otros Compuestos,MB,0.010,Sorocaba
2019,2,50073866,1000040,HOMOPOLIMERO 40H92 BOLSAS 25 KG,Homopolimero,PP,26.000,Santo Domingo
2019,2,50073866,1000243,HOMOPOLIMERO 05H82-AV BOLSAS 25 KG,Homopolimero,PP,26.000,Santo Domingo
2019,2,50073868,1000177,COPOLIMERO R. 02R01CA-1 BOLSAS 25 KG,Copolimero Random,PP,12.000,Ciudad de Guatemala
2019,2,50073868,1000181,COPOLIMERO R. 30R40CD BOLSAS 25 KG,Copolimero Random,PP,12.000,Ciudad de Guatemala
2019,2,50073869,1000038,HOMOPOLIMERO 20H10NA BOLSAS 25 KG,Homopolimero,PP,10.500,Santo Domingo
2019,2,50073869,1000045,COPOLIMERO R. 12R88A BOLSAS DE 25 KG,Copolimero Random,PP,8.500,Santo Domingo
2019,2,50073869,1000177,COPOLIMERO R. 02R01CA-1 BOLSAS 25 KG,Copolimero Random,PP,2.500,Santo Domingo
2019,2,50073869,1000212,COPOLIMERO I. 130C80ND BOLSAS 25 KG,Copolimero Impacto,PP,4.500,Santo Domingo
2019,2,50073871,1000007,COPOLYMER PROPYLENE 07R87,Copolimero Random,PP,24.750,Sumaré
2019,2,50073873,5013,665-1BL,Masterb. Blanco B.PE,MB,14.000,Antiguo Cuscatlán
2019,2,50073873,1000005,HOMOPOLIMERO 03H82 BOLSAS 25 KG,Homopolimero,PP,10.000,Antiguo Cuscatlán
2019,2,50073874,1000046,COPOLIMERO I. 01C25 BOLSAS 25 KG,Copolimero Impacto,PP,24.000,Paterna
2019,2,50073875,1000046,COPOLIMERO I. 01C25 BOLSAS 25 KG,Copolimero Impacto,PP,24.000,Paterna
2019,2,50073877,2000097,RESINA GRANULAR PP-MF3,Resinas Granular,PP,10.890,CARTAGENA
2019,2,50073878,1000239,COPOLIMERO R.02R01CA-EAT BOLSAS 25 KG,Copolimero Random,PP,24.000,Paterna
2019,2,50073879,1000005,HOMOPOLIMERO 03H82 BOLSAS 25 KG,Homopolimero,PP,24.000,Alajuela
2019,2,50073880,1000220,HOMOPOLIMERO 08H85DB-BC BOLSAS 25 KG,Homopolimero,PP,24.000,Mixco
2019,2,50073881,1000000,Homopolymer ref. 01H41,Homopolimero,PP,18.000,Guayama
2019,2,50073881,1000041,HOMOPOLYMER 40H92N BAGS OF 25 KG,Homopolimero,PP,3.000,Guayama
2019,2,50073882,1000043,COPOLYMER OF PROPYLENE GRADE 08R35DB,Copolimero Random,PP,25.500,CRICIUMA
2019,2,50073883,1000033,HOMOPOLYMER 08H85DB-P 25 KG. BAGS,Homopolimero,PP,25.500,CRICIUMA
2019,2,50073884,1000201,POLYPROPYLENE 11H01-R2,Homopolimero,PP,25.500,CRICIUMA
2019,2,50073885,1000201,POLYPROPYLENE 11H01-R2,Homopolimero,PP,25.500,CRICIUMA
2019,2,50073886,1000041,HOMOPOLYMER 40H92N BAGS OF 25 KG,Homopolimero,PP,20.400,Guayama
2019,2,50073887,1000033,HOMOPOLYMER 08H85DB-P 25 KG. BAGS,Homopolimero,PP,25.500,CRICIUMA
2019,2,50073888,1000033,HOMOPOLYMER 08H85DB-P 25 KG. BAGS,Homopolimero,PP,25.500,CRICIUMA
2019,2,50073889,1000122,HOMOPOLIMERO 20H92N BOLSAS 25 KG,Homopolimero,PP,27.000,Guayaquil
2019,2,50073891,1000007,COPOLIMERO R. 07R87 BOLSAS 25 KG,Copolimero Random,PP,20.000,CIUDAD DE MEXICO
2019,2,50073894,1000129,HOMOPOLIMERO 02H82-AC BIG BAG 850 KG,Homopolimero,PP,16.150,CARTAGENA
2019,2,50073896,5020,600-4BL,Masterb. Blanco B.PP,MB,0.500,CARTAGENA
2019,2,50073897,1000052,HOMOPOLIMERO 03H82NA-TAR BIG BAG 850 KG,Homopolimero,PP,17.000,CARTAGENA
2019,2,50073899,1000248,HOMOPOLYMER 03H82NA-TAR BAGS OF 25 KG,Homopolimero,PP,25.500,CRICIUMA
2019,2,50073900,1000248,HOMOPOLYMER 03H82NA-TAR BAGS OF 25 KG,Homopolimero,PP,25.500,CRICIUMA
2019,2,50073901,1000000,Homopolymer ref. 01H41,Homopolimero,PP,25.500,CRICIUMA
2019,2,50073902,1000008,Homopolymer 03H83 25 Kg. Bags.,Homopolimero,PP,25.500,CRICIUMA
2019,2,50073902,1000034,POLYPROPYLENE 11H01A,Homopolimero,PP,25.500,CRICIUMA
2019,2,50073902,1000040,POLIPROPYLENE 40H92 Bags 25 KG,Homopolimero,PP,25.500,CRICIUMA
2019,2,50073903,1000209,COPOLIMERO R. 45R60CD BOLSAS 25 KG,Copolimero Random,PP,8.000,CALOTO
2019,2,50073904,1000243,HOMOPOLIMERO 05H82-AV BOLSAS 25 KG,Homopolimero,PP,6.000,CARTAGENA
2019,2,50073904,1000243,HOMOPOLIMERO 05H82-AV BOLSAS 25 KG,Homopolimero,PP,27.000,CARTAGENA
2019,2,50073905,6826,707-8NT,Antifibrilantes,MB,10.000,Lima
2019,2,50073905,1000034,HOMOPOLIMERO 11H01A BOLSAS 25 KG,Homopolimero,PP,10.000,Lima
2019,2,50073905,1000034,HOMOPOLIMERO 11H01A BOLSAS 25 KG,Homopolimero,PP,27.000,Lima
2019,2,50073905,1000044,COPOLIMERO R. 10R10C BOLSAS 25 KG,Copolimero Random,PP,3.000,Lima
2019,2,50073905,1000044,COPOLIMERO R. 10R10C BOLSAS 25 KG,Copolimero Random,PP,7.000,Lima
2019,2,50073905,1000050,COPOLIMERO I. 12C20 BOLSAS 25 KG,Copolimero Impacto,PP,27.000,Lima
2019,2,50073905,1000122,HOMOPOLIMERO 20H92N BOLSAS 25 KG,Homopolimero,PP,10.000,Lima
2019,2,50073905,1000209,COPOLIMERO R. 45R60CD BOLSAS 25 KG,Copolimero Random,PP,14.000,Lima
2019,2,50073905,1000209,COPOLIMERO R. 45R60CD BOLSAS 25 KG,Copolimero Random,PP,27.000,Lima
